Date,Name,Email,Mobile,MovieID,Day,Hour,"STA Qty","STP Qty","STC Qty","FCA Qty","FCP Qty","FCC Qty",Total
"18/05 10:30","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:38","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:44","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:45","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:47","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:51","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:52","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:53","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:54","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:54","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:55","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:57","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:58","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:58","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:58","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 10:58","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:00","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:00","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:00","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:00","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:01","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:01","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:01","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:01","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:01","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:01","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:03","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:06","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:06","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:06","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:06","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:06","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:09","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:09","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:09","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:09","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:10","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:12","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:12","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:12","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:12","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:12","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:12","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:13","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:13","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:14","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:16","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:17","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:18","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:18","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:18","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:19","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:22","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:22","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:22","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:22","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:22","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:24","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:24","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:25","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:25","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:25","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:25","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:25","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:26","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:26","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:26","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:26","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:27","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:27","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:27","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:28","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:28","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:28","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:28","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:28","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:29","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:30","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:30","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:30","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:30","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:30","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:31","nguyen quoc huy",s3818764@rmit.edu.vn,0412345678,RMC,SAT,T15,1,3,4,1,4,4,$367.50
"18/05 11:32","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:32","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:32","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:34","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:34","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:34","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:34","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:35","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:35","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:35","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:35","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:35","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:35","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:36","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:39","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:40","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:40","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:41","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:41","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:42","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:43","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:43","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:43","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:43","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:44","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:44","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:44","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
"18/05 11:45","nguyen quoc huy",s3818764@rmit.edu.vn,"04 123456 7 8",ANM,MON,T12,0,4,0,0,0,0,$0.00
